tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
CHALLENGER,nFfUWqmUc6a66ATBiRGcFN-Jpg0sobBQy_06zDBP7axs3Ck,황금고블린1,1224,430,333,True,False,False,True
CHALLENGER,Np8bph-zOskHbRMDDSOvdq9dswLXvVetyIyLGcx4q0Avop0,실망자,1217,709,582,True,False,False,False
CHALLENGER,k4n7DZGRbANAmgnAj-HE7vn_UdlyX7D0z9XPkW03l0YsLvQ,Gen G Rascal,1212,728,637,True,False,False,False
CHALLENGER,K9aL1Fo46rMK7NYjR7HEIeoMFWREJ6RR_SUFv80kfGYlhgc,DRX Krisp,1211,644,574,True,False,False,True
CHALLENGER,bQqCWT1Oo3tiLOzUIFE9B82v1ULu0tEIIVPccC288l72q5k,xia pian hao chi,1207,292,160,True,False,False,False
CHALLENGER,mewUpX405xVDCystecDDzziOuPUn-mIvX-dpJJs0C1nnHjY,치피찌모치피찌모,1203,347,232,True,False,False,False
CHALLENGER,MVxV3phJ33nW95ozJpKAeR3LwO6vEb71W7pVvdllUlyY8Q,박투신,1200,381,327,False,False,True,False
CHALLENGER,bKy4Kop3F-Ec2i2POFsAdCw4PsxqwVytd6N9qFewcyoHzdQ,ZOEKlNG,1200,217,138,True,False,False,False
CHALLENGER,tOite-IOn1tFtCp69S0sl-c7ClXaRMLjyiOkid9KiGxEGl4,BJ서준석사생팬,1191,306,246,True,False,False,False
CHALLENGER,u119uRvg7G8lyLLrv14cBt7Wxyvo4OzVpEzh0b69u0zCuRg,나는 준일하다,1185,772,672,True,False,False,False
CHALLENGER,JVTI_eBcmKnddMH6fBx9-Zc2kYj3DZbE4pP66ZBfHX27EQ,구마유시,1184,654,616,True,False,False,False
CHALLENGER,F9r2yK5wtBP35-k1ptwOyJuEpLxnynqMx0QXeCM6R6JnLjI,top1v1,1180,1257,1206,True,False,False,False
CHALLENGER,qRc97_h-3RWbo8VRv1y2gYwSuPOVmni4iDUpt1pX2VgMfGQ,krats aira,1180,532,437,True,False,False,False
CHALLENGER,7JZtz6Bs1Li7NNW9Iy78xp8zZWwltfCB4aw9oeE0Sca_K5w,need time xxx,1174,506,345,True,False,False,False
CHALLENGER,v_2sff003deZ4yXg52hqHfiSKlvDij0-nddrNqWnek0d0jM,DRX Deft,1173,1189,989,True,False,False,False
CHALLENGER,kbktPaqQXS7EIp_H9wFvEWdpXR32IrHUUVSHCp4eOKVzVj0,백수넛,1173,957,856,True,False,False,False
CHALLENGER,Mv8cC6EBMLJjXjpd9BYReL80pJfNdKs2uu0kPrscSjNqzEw,HLE Vsta,1172,538,473,True,False,False,False
CHALLENGER,y9uRnJykLSN3AMh43z6iTEsxkyxPLmVdS-ToMUBgv37NfCQ,C9 VULCAN,1152,192,122,True,False,False,False
CHALLENGER,TPTsVvk_v5G66u3r3NHA0I23Jy4XU9Y_zYtQgmDl9KA8LWo,lagluckygame,1130,851,753,True,False,False,False
CHALLENGER,vUmjgCjGXYjcX4gVqSpKmWU-c8HFvRonkXibo8zWp6CAI6E,Iove camille,1127,1040,912,True,False,False,False
CHALLENGER,oFGSgTQbyTNvQ8L49qYu06iH62KG3s-_6jC2tzQ3cb9pGg,SANDBOX Gorill4,1122,414,358,True,False,False,False
CHALLENGER,sx8puX6x4BVPWEB2GpxrRagYXgOOoIvl-l-4BVeo3MsicTI,Kingango,1121,511,363,True,False,False,False
CHALLENGER,3AcqtvVaubKKgyTwZeDXzXMjjnHdIG10gtU8YDyR2l30kX4,깨기 싫은 꿈,1119,476,404,True,False,False,True
CHALLENGER,R7Nxqgih1A2Y6rDIjwAbedK8MMYXiyTHvWzGTPqA6bJ2FJY,Thal Youtube구독,1118,899,860,True,False,False,False
CHALLENGER,3P6Uw-ux_mPvALmJ2iCub0m522GcDleXVaBP1V2Vu1IhhA,sadasdsadqd,1115,642,586,False,False,False,False
CHALLENGER,ldLlnmJCcMjMcRdyldDcN2K8Mx08FxWuwytsW-WE2Rur2Kw,mi lao shu OwO,1111,701,640,True,False,False,True
CHALLENGER,ZKrNcTK2CpHCoFRfgYeDY5RosVexj2zP1_H-WEa2pGRT798,madkoed,1109,347,293,False,False,False,False
CHALLENGER,riXWEHzwxUtNsBDiXF5KSvliFeA3UgRLucrz_XjE4RMhJwA,hsdfzxczx,1107,832,764,True,False,False,False
CHALLENGER,Zdp_rxE0X_xlAmNgWuz4JSfcF0MlDJisbJLam_vmjgu2pOI,hun  tian  di,1106,1339,1300,False,False,True,False
CHALLENGER,Lk1o7KOc4rE0N3vzfPakC9tfeYqHH-BfXzCSXCLqMMLiNcI,River9,1105,445,325,True,False,False,False
CHALLENGER,PFEPMXBZJ3RxS54ci8CgWKiUGCjNzH_VG53wgSKDmlNiz1Y,진성park,1104,345,315,False,False,False,False
CHALLENGER,51GHIi1VxbHuiAJfqkdKD3mWoiUGxemy8tgK_v8oGN0x3jo,ganknam,1104,1153,1037,True,False,False,True
CHALLENGER,qr-KJ7xuOpVI1yXMMmuLUzZKVWrndi5AzYO9MgcL9VglyF4,나도 준일하다,1103,214,151,True,False,False,False
CHALLENGER,kqwOjN7V64GCyPRd1UsaDt3wVDt6ZgkpjFJorbP8-4BbkZM,shubiao nanshou,1102,759,726,True,False,False,False
CHALLENGER,MMA60ixQBLADbW2r47R5MDkE8M2hG4NKmkLrxPRVdoSebWM,HLE Mulkeong,1092,660,616,True,False,False,False
CHALLENGER,uXnbX2_4Sro0d71O8Ime5bnO9HVyH6aa9yNioPOUD3TbIQo,아정글맘에안드네,1089,207,147,False,False,False,False
CHALLENGER,3h1TiDC6hKw_bzWaI48yVYJpnjwMsvxbXAowDDUB2sj5Sw,Untara,1087,386,365,True,False,False,True
CHALLENGER,GhkCDkSHsFuI8jvdyQxz-C3T3lH96HwZIOLwnIfaBETIiMw,Bvoys,1085,430,298,True,False,False,False
CHALLENGER,dR_MhoVYF-i4c1s_AjHVb8Jw6C8E8m2wnor6eR2Tr1kJCqw,T1 Kuri,1084,941,850,False,False,False,False
CHALLENGER,UL3MIKgpnbCvKknr8jMmgzKNLwQJF8hWcBXQYDTYS3C5m2E,edgzhao823885297,1083,1025,908,True,False,False,True
CHALLENGER,6s6EfnwR-0J0GBc2ZVQEeNPh6OnAymqFr-QxFZ5DfvB7Shw,Runaway Zzus,1074,458,414,False,False,False,False
CHALLENGER,u-1S28vLW13Cux0t4y0P8sir6gEnbCpAA-CrT9AxX66vwi0,BLG Chieftain ,1070,564,488,True,False,False,False
CHALLENGER,R8m_n2hXPhXgKPAEl4gdfNqboizdcux5LR-2n4rKQKhH0OY,LaoDa,1069,513,391,True,False,False,False
CHALLENGER,C0q6bkRjpaJsoh-Wy8PP92v2DwxTD-DqeKt0WU_4uhD-c1s,WwvvwWWwww,1068,404,325,True,False,False,True
CHALLENGER,LTxM7MQ4BsVRqiNY7bndtXfG5GeYlmKUjqawNkgftAmHI1Y,이주한1,1068,1299,1215,True,False,False,False
CHALLENGER,fxAf4ZapCJdRctg9naEtvW6oQaZ3KFzY5hIlqOrQIPWkYw,용호야,1066,673,581,True,False,False,False
CHALLENGER,dGhxC7_ET02Jygz56yK7WLNZ-V46r7TZBUViS2UWMX4X49c,FA Ghost,1063,524,488,True,False,False,False
CHALLENGER,vDG5b4X6YcDOQ7KvRds4vmfI8MJdaheth8LRZokInFM3shQ,lsmnzz,1063,343,210,True,False,False,False
CHALLENGER,93YzFU5Msop7psQKrwyShRNmEBAFPLXfmc8AWUiw-3Ns9uM,213AD,1055,606,473,True,False,False,False
CHALLENGER,yDvZcWGWF7HUgPs0cErVBsE6qTcdBeFa-f4pQ7Hpu-VQFn8,BRION Hena,1054,1087,993,True,False,False,True
CHALLENGER,qqWoo4csd6eeCNGafFaPnS9PhkJ8e2wCCh-TJY4Gi3pzptU,T1 Ellim,1051,495,444,True,False,False,True
CHALLENGER,cWTLmHJX5WYeOyUGgVjkFs8Cfcg8yELv7ShCxoa8OZv--bI,KkOma19,1050,754,617,False,False,False,False
CHALLENGER,OOAHYi3w3AO0I_N260cE1gDK83SkPKaLMxKjQsXzTconmIk,HUANG TONG DAYE,1049,448,364,False,False,False,False
CHALLENGER,KG0TFc1HnjFT9q1A-JvLsm7gnzHRMNZ17ph2Mk004m_D17E,C9 Zven,1046,205,141,True,False,False,False
CHALLENGER,qSyTFbZtjLi2LICS5NEJHiV24kFnvQ8frj-xnl2Px91gmLY, Gen G Bdd,1044,424,391,False,False,False,True
CHALLENGER,Pom7YvyYaQciCyareWx5DLEffLSMxLUgDmARDAH-rw2TsGo,FA MooJin,1039,560,507,True,False,False,False
CHALLENGER,Ps-XWJZWnElCnIEjftUiXGE5qsBAa9BKMVQCBIdo0DO9OBU,AF SSUN,1039,495,423,True,False,False,False
CHALLENGER,ard0Jq65mG3HYjwlOnpJ-k_dfHXX0ND0MvoIeRod0G4Yyw,DafTnT,1039,234,159,True,False,False,False
CHALLENGER,jkADtXWcsJGhiT0KH_kjdB_UWTJXJnP7V-2EjnfVkWtDtdA,왁왁이형사랑해요,1038,497,451,True,False,False,False
CHALLENGER,F0K7bKC-ttwKGY8ycrtpv5AtTfWNSfqL69At_qeljaMwSR4,SB 서밋,1037,329,263,True,False,False,False
CHALLENGER,Rrxnq2v3vZyBd24D4PBax3QcJTq30kOY_l50duDI36Njv9k,FA BUGI,1037,404,349,True,False,False,False
CHALLENGER,tP6aJZYDJ4fJHijQHDV3l_AnOf0DipZ5xdLQApgnqMn8kg,FA Newt,1033,972,874,True,False,False,False
CHALLENGER,MUYQQFEVSeEM4VBKDdJe_lQKCSfh8_izcrcLQ2XkJ0nh-Q,Swordart777,1030,678,598,True,False,False,False
CHALLENGER,Q8XZR7HNN8SG-f6PUu9Wef2gsqFmAIZTGqKNk87fERYsoGQ,Gen G sam D,1028,1124,1030,True,False,False,False
CHALLENGER,FVuG1Nj27NQpXfQukkXcjMtdnFB3mbW637qiK4qndStZSGA,승지부기,1024,233,182,True,False,False,False
CHALLENGER,c0C-oUHKenriZVHzvBMai5WSXA_glHhoDUWqJlp21074jw,BIumenkranz,1023,651,549,True,False,False,False
CHALLENGER,N_6PF-zDBqkeHs4EN7NyjvBClloc95uEG8Chp0vab-oxByo,yocat,1022,325,205,True,False,False,False
CHALLENGER,lA66cSoNABbLh2X-12FdauZVjnn6rwkWP4TH99dOpW2pfEk,Doinb,1021,1014,960,True,False,False,False
CHALLENGER,lCygNhmC1yO1zlYYYXvVjxqhezbr4L5dWjInB8aJv_QVqno,M1 happy game,1019,599,455,False,False,False,True
CHALLENGER,2clVKQjBSMYMASwgNjyzUB4jHpKAROGNZKZtyiB6llmGLu8,rirls,1019,525,449,True,False,False,False
CHALLENGER,GfgSuHL7wZatyc8N-28-VnZgfqt9tLYD5yaBGBsGEUxt3g,서포터할줄알아요,1019,793,706,True,False,False,False
CHALLENGER,meP_FY3XK1aCVL-i2sP91_01fwkFeU4Xggsl4PW7DSahlV8,카제아제토벌장인,1015,595,567,True,False,False,False
CHALLENGER,8-I8JOjaWysmkyfyDslByH6bwfe1gQyoidBtoIE3YTR4ICs,DMO Patch,1014,763,702,True,False,False,True
CHALLENGER,F2RYbsHAoEyvV4BMEwu0osQ3gBKFBYgGHaGbnZqJov9iLmg,너와나의연결Gori,1014,347,313,False,False,False,True
CHALLENGER,BGK9i4pm1B2ERBVrGelx3nCVYAvTlCFNeiAVnraZR-V4Sbs,xiaohao   huya,1013,283,166,True,False,False,False
CHALLENGER,KXx45G1vgyTcW5yj87eGDNS-Rou5e54KrY60YwHx-CJdDck,가을이 오는 날,1011,857,804,True,False,False,True
CHALLENGER,6YvodlfcxVYyfxuPmqvYxiIYqsi8TRgCJprlbthavO_nhy4,내가잘했네,1011,497,418,False,False,True,True
CHALLENGER,sEL76rwGClkRPu_fW3sQ8OosqgOyQc93UQ4yXBa1cX9NjTc,욕받이원딜러1,1010,332,289,True,False,False,False
CHALLENGER,HCMHi0A3nJY8KMqQm9e0eNKU2rA1aOEJtFihgtYxiJuK5vc,HLE Bmav,1010,418,362,True,False,False,False
CHALLENGER,LESXdHXoTymQfUQac1E1Dp10c36ImzIij5_QGNXr-z4eOf4,DFM GAENG,1008,532,456,False,False,False,True
CHALLENGER,c72hsq8nnEbOX8QaJwAuqPzhD9tbWuyKGvCfuqfO_QG5NWk,하이용,1005,882,753,True,False,False,True
CHALLENGER,EFSowzZ6PKB-ekX2cIOxlJF8sZeprYmcjXXnfwz4Xqa2LIg,1Missyou,1004,1758,1760,False,False,True,True
CHALLENGER,X0fOEpuRCqroL6NitU-cWbCy4DRJ0qp6NmJ8cVV6AlLW1II,쭌 베,1004,1187,1088,True,False,False,False
CHALLENGER,8UbJ_nNJFlYFNxdvYfvpPHIVgI8P3pArTXahJ-f747-AUuU,낭중지추1,1003,327,259,True,False,False,True
CHALLENGER,RBjOL7nBOdELfRgS8VBBfzX8ug7Do1sijBwWQkXvKODlEg,O구거,1003,608,562,False,False,True,False
CHALLENGER,O44g7hecgZNiFQGb3fkqU63tC9bTzgi0_r7KB8v6h54A8Dk,KkOma21,1002,145,92,False,False,False,False
CHALLENGER,p8BRgD8MxmcSZE0CC0d9Rh7kkI6iVDGIOzc_dvinpwSBPIY,TES 963,1000,418,339,False,False,True,False
CHALLENGER,0YczF-ppWNe6izC3iJleqGp-uFsmON4exGQJqpJbtHMcJaY,줄곧 사랑,1000,245,122,True,False,False,False
CHALLENGER,e83V-i2Ip9GmYVQZPeVTUHIKMtf_e3Zjv-9nOGkKsGbsyLw,mei you dai long,998,359,247,True,False,False,False
CHALLENGER,OCiYlVRTFwBXWj793VVTSKHi4kS95taakYjHLuiCriHlrl0,갱붕이,997,663,527,False,False,False,False
CHALLENGER,cjhlCEaQzUYfA9PaSr7CU_cImhn5aGdi9ZWJWqzKhA7liqo,HLE CaD,996,1130,1018,True,False,False,False
CHALLENGER,behg0TywXb8hNhWB5XZdNCE2rbIDkQjwxIRwmdJTfL7TSJw,FA Tank1,994,473,438,True,False,False,False
CHALLENGER,72-M2Lofm1I4u7bs7Iu3PGL0NMhNntfsj0gNVf2DZxp_FJM,FATE,993,453,342,False,False,True,False
CHALLENGER,QLhN9KdNSC8PxCMKaqrWfQg1jioT4uuUDKZKFsvXB7QLq-U,DRX Quad,992,569,549,True,False,False,False
CHALLENGER,8wRh-wFam8F0459tz35XsWNuj349XY77sdsz-mY1wsz2h78,롯케리아혁규도둑,992,554,479,False,False,False,False
CHALLENGER,YK1vWShKc7jDmsdwYb6fNWTTYDBEWrohrSAScE48AwDA5bo,DRX Pyosik,989,1382,1356,True,False,False,False
CHALLENGER,aSE0BGAcn5vOC2YXbZQCIpTVPDwF5vE6cjU7JornDDqiobk,동물을 좋아하다,986,607,494,False,False,True,True
CHALLENGER,2NNooBjgsOnE5DISB-x-fGFKVmTgMQAo4D4LNoYLAB6onVc,뽀허니,981,821,788,True,False,False,False
CHALLENGER,xJTVqPBMPlj6U_MS3QAw38RzhsXCqZBEKfs5SIFYn84gboI,Twitch익산누누,977,388,298,False,False,False,False
CHALLENGER,t13t046qjoaxed4NFccMdrTkgCt66VNZDTPDI8xSMy7_UZM,댕청잇,976,218,152,True,False,False,False
CHALLENGER,5E7x4jHWzymoUK3OR1JA-mIT79odV2ZifcmuFWfTVyJVLyU,deokdam,968,858,767,True,False,False,False
CHALLENGER,r50B4TlPooM3y59Q2FnDmqBZ12sPO82HRPSMZyjYscLLbjY,mingkey98,967,303,188,False,False,False,False
CHALLENGER,l8h7WAyPQc7DNE_T-aFFE2t6Mkn_eRVUfWUZ_6sevBwTi0Y,9Revir,963,338,231,True,False,False,False
CHALLENGER,9puXz1XIMpEA_aXFNTLGgqYBEMOpy19tPpJQ9GDX-sh8tg,급하게하지마세요,962,333,267,False,False,False,False
CHALLENGER,28TP6Gcbc_iGA64BvlANMqUGcE5ZLYL9jrSsIZi9Uy7vVYA,아라가키 유이,960,559,475,True,False,False,True
CHALLENGER,fDgjweugm_O786XkV9sj8Ar5ScmYY9_dBtza9zf1ZIsx2To,7 5,955,597,504,False,False,False,True
CHALLENGER,a0R0YU5NQBaw_xgQk_53d4dZ_1YB5Z7dicEp_71J5czsNJ4,길이 무거웠다,945,510,382,True,False,False,False
CHALLENGER,-AIrkw9vBAYopBvm6CrJ6dmibrKOVYxi6ljpzhrJ37E2m9A,RingFitAdventure,944,284,170,False,False,False,False
CHALLENGER,4XpgJ8XaFGYiVovRyGp9UoX9Ac_eyx6YA41-RuC2bqiEow,나는대포너는머포,942,295,231,True,False,False,False
CHALLENGER,Vao8U7YOen-tg8IWR-OrEXGZMe9GqFhZPg4aAtMYGooaIg,daydayupup,941,459,444,False,False,False,False
CHALLENGER,Zpq3OFzOSnvO-d3FyPQjss0dGwqdaXLCl4R98NrgPjiHQP8,창모릴러애쉬효은,939,574,507,True,False,False,True
CHALLENGER,CgUi92gzNzzVvrm3at_mwa_EQOsATLm03VDRoXUuzPCCSyc,엘 림,939,624,559,False,False,False,False
CHALLENGER,Fy4dRAlGVaIyw6fijHIFnT_bu0a3-rGcI7jaoSQrsPyJPB0,손연우 남자친구,937,283,268,True,False,False,True
CHALLENGER,pGIMlnn_2Anhsu9IqjIg9Z-qrYIoErC6-sxGMkGT2iLkTw,znhy,937,297,247,False,False,True,False
CHALLENGER,4pGxgLFBUqbsxF1NbX0WW5L65ZC4sa53QGIpEGxxpq5oHVM,이족보행돼지탱크,935,875,807,True,False,False,False
CHALLENGER,DNfpaWi6a9Ch_5wrrg0BxKmUc5A9E_dZwbAM2UkjoYzrEg,Naehyun,933,753,694,True,False,False,False
CHALLENGER,O-jUlwmWu7E3pFBNQoD6Qu1wVDWVHTfYVr9-4i9y1vDyeBs,ten10,932,519,382,True,False,False,False
CHALLENGER,6lj4h6y5rIwLZ0tBHq5I4Vpjgux74l5UTffS8Q3kZcDMHyY,Vlbra,931,713,658,True,False,False,False
CHALLENGER,ZGqUcstPJJ2xSHF7DCWCB0xa47EL0coDWbUhi9KTK3daUdM,sanspareil98,931,484,375,True,False,False,False
CHALLENGER,mLHuYQrb3jmcbVw6cc7FZNLnZendTo5Va6FyVmOGhZ074wQ,T1 Closer,926,478,433,False,False,False,False
CHALLENGER,y5kbFLiLivJBjoflw3Krt6r3nO3-ymDqvrlT4gaCpaDRZ8Q,TL Fengge,926,534,399,True,False,False,False
CHALLENGER,H17fz5nkasdgVkNt36lTjqNnlz10v9fTPq2Ulr9LabkVklA,T1 BurdoI,924,607,539,True,False,False,False
CHALLENGER,btWNEPWrikM8GaK3dw0sUKDQCmCt2_pgFr2oxYG9L6-l1iI,미드차이 어쩔래,924,823,779,False,False,False,True
CHALLENGER,ySflm-RUxcl2tKxyRhG5G2R3Jz6NqEsU-mV0sISJqa_6L2g,비색 유리,924,396,289,True,False,False,False
CHALLENGER,f2E9kHlrznrKV1tO7N6U6jZU-aj6YWaY3JmQKfXQTnia_SE,SpongeBOB1,924,674,652,False,False,False,False
CHALLENGER,ts9GH1Wgk77Be1CAszir4DI5Wl4K0W-KcckwdRPR0p18EnY,아이유칼,924,693,651,True,False,False,False
CHALLENGER,4DaHpTuKVVxPFuFoFL1dY-3rIyRnSUPs6dpKeWVspk5QehA,미나모토 치세,923,554,482,False,False,False,False
CHALLENGER,XFhFmfEwY0ETJcJeV5WSHHC80qdMLVduYjC3826ePk0tSM8,DRX BAO,921,401,292,False,False,False,False
CHALLENGER,iuwqLEMIEBJWc9tayb9uk8tWi9MLF2MsWs6WpC2WiI_Sbc0,FA Mightybear,918,1223,1212,True,False,False,False
CHALLENGER,rlEyrx7vtjdl6B0hWU1d9BP8yQEWxqzCWKFR8gfZXqGw8nU,BRION Minit,918,739,676,True,False,False,False
CHALLENGER,uU1WdFxIXXGA27XQQWHUcDA4iRaCI7LlLGX2t3PUticJGgo,good f0r nothing,917,1322,1289,False,False,True,True
CHALLENGER,wyIuUqHCsFa_zDDbSntzNQMRGejvKb7k1po3uFZOFwZBmJY,사 용 수,917,668,667,True,False,False,False
CHALLENGER,EIsb8Xa7M6oJdwLRqotD7td9tE1JKcF6oA_0xWljJXr9rw,동부승지,915,213,172,True,False,False,False
CHALLENGER,y3cEzA0ryyQUA1bIz1CDs9FokCd5hNbYLVmLnxOsgR2YjuE,LNG Life,914,1025,955,True,False,False,False
CHALLENGER,U-gw4wcNq-W6Elgx0k0j06gMp2AK0FLgARR-v5-XXCpeS2U,살려주세요123,914,464,401,True,False,False,False
CHALLENGER,WKVl5aFgzh7wFggy7sGsMJy2fYBjUZ1UxeRVYY1JxOoK9rQ,에스카노르 킹,914,517,420,True,False,False,False
CHALLENGER,Qy5ZvC6f8pxahp_vxTgKsTFjrYEeEkyokm66FidPkx4OKQ,NekoL,914,408,385,True,False,False,False
CHALLENGER,I1_wRB3e5MFGTURuC8-uXvxfu1EcGlDGuZI7WQmxAFlegtk,Xxqqq,914,888,845,False,False,False,False
CHALLENGER,jwox6ky81mDRaH-qN3DY22SdcLmt_FWRIZ5pLWGk0NDY-7s,안안녕,913,728,708,True,False,False,False
CHALLENGER,ZRS5r5g7eZvP_Na0R_GlUtY2s-p7fzUAwFyZBikrrclDrqw,5Kid,911,549,487,False,False,False,True
CHALLENGER,Ag6N3vtm5izO850acgBVuqga_Vl2xnnzOQmgtmmFaX63JMU,MaRin,909,544,471,False,False,False,False
CHALLENGER,BjfRghKfHlhJzg5Ex9_O2geO_ilCMCaoxPPEKmJsJzGBIlc,크림몬 yt,909,660,625,False,False,False,False
CHALLENGER,-m2CodWY0qnMmyf_zLAo2MO5aRV61QBadPYITdgRq9P1hFk,SKT T1 HaKaM,908,495,449,True,False,False,False
CHALLENGER,X-By2IW2cTfBVEEnAgxHCud_KvMGX9ThldPjlk0YN4Jo0zc,해강고 원딜,908,831,770,False,False,False,False
CHALLENGER,M7JjCX9F6rZO0Dke_cV_tC9sU1Fo6uBlGtMcxtLz9ZTLpQ,T1 Roach,907,1647,1641,False,False,True,False
CHALLENGER,e9nRunzgGM2hNakaat4Gwym0YIZ9BlV3aRpBX7o4JroLHN8,DRX BigShot,907,1326,1247,False,False,True,False
CHALLENGER,ZNJGiIWUmCz4yu0rFhTbwHAzzZ_aVLLDtOeaagcECelM1w,PhasedKiller,906,291,213,False,False,False,False
CHALLENGER,u5L1cGqsiyjYYlUszHrUXcbrKvTIXLu8VZzVm9Qw1ojfjGI,addfzzc,906,520,461,True,False,False,False
CHALLENGER,qK4jzdW5J-t9wmH0fBv094VWZxH-Rutl3YmavWuLtEm8WME,9th keine ,906,892,831,False,False,False,True
CHALLENGER,R6-jL6Q5jfo0L0d6fA4m7dq5X73H65UuQVfFuutz9k-oU9k,조이보다잘재음,906,507,376,True,False,False,False
CHALLENGER,crHYFc6I7xEb9JNpld2xJ1cR2nd2XT_6bhlLlgBmYVjIcAg,칼과 창 방패,903,1113,1001,False,False,True,False
